"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tpd52",1.59201674898188e-301,-3.52445778131133,0.058,0.368,3.28815139334717e-297
"Cotl1",2.92580302702567e-301,-2.82326217899216,0.19,0.542,6.04295357201882e-297
"Bok",5.58057793173819e-301,-2.99685917980027,0.081,0.406,1.15261256602121e-296
"Ggh",8.58944073952072e-301,-1.70740676606308,0.233,0.6,1.77406309034061e-296
"Fer",8.77762729096434e-301,-1.91900262538915,0.187,0.546,1.81293114067578e-296
"Angpt4",1.71680198610554e-300,-3.51034723791047,0.031,0.325,3.54588282210239e-296
"Drap1",1.99304568718361e-299,-1.14247956841808,0.631,0.828,4.11643656230903e-295
"Dbndd2",2.52509090856122e-299,-3.00790156577614,0.063,0.377,5.21532276254235e-295
"Ankrd12",4.55168214097417e-299,-1.53321481769765,0.307,0.661,9.40104429396805e-295
"Islr",4.0979064108333e-298,-2.84558449681477,0.051,0.363,8.4638159009351e-294
"Tgfb1",8.39436248466394e-298,-1.82819256636397,0.169,0.546,1.73377162758249e-293
"Jam2",8.78807367793241e-298,-4.40732567710981,0.016,0.289,1.81508873744016e-293
"Prmt1",2.03393822820708e-296,-1.31766765810325,0.516,0.772,4.20089601653891e-292
"Fbln5",2.4475115183708e-296,-2.72586006037043,0.079,0.406,5.05509029004305e-292
"Cpxm1",3.71500027685832e-296,-1.68097713236068,0.202,0.578,7.67296157182318e-292
"Thrsp",4.30787385303622e-296,10.708997012397,0.282,0,8.89748265606101e-292
"Agt",5.0627871909609e-296,2.25229734758258,0.53,0.175,1.04566806642106e-291
"Rac1",5.74156337342519e-296,-0.997230534192232,0.708,0.841,1.18586249914724e-291
"Dap",2.43855492081363e-295,-1.42591767140095,0.489,0.758,5.03659133344846e-291
"Eif3c",2.57318495593267e-295,-0.864422605011682,0.796,0.877,5.31465620798334e-291
"Gpsm3",6.88505757399238e-294,-2.65527310292944,0.077,0.405,1.42203979133239e-289
"Txn1",7.16282573885902e-294,-0.749229375122463,0.87,0.927,1.47941002810394e-289
"Myo1d",7.35407861994409e-294,-2.43615549330061,0.09,0.421,1.51891139816325e-289
"Abca1",7.11772860520206e-293,1.80569510013969,0.7,0.43,1.47009566611843e-288
"Nfia",1.04162338324246e-292,1.59458745515366,0.74,0.558,2.15136893574898e-288
"Cacna1a",2.05965903779984e-292,-2.69918215609344,0.109,0.444,4.25401977667178e-288
"Col15a1",7.55154087574503e-292,2.03585994644268,0.627,0.299,1.55969525247638e-287
"Siglecg",2.2883676401156e-291,-6.16576692499362,0.006,0.26,4.72639452389477e-287
"Dync1i2",7.00912298281696e-291,-1.2250073016725,0.567,0.802,1.44766426087101e-286
"Snx24",2.48039575463464e-290,-2.19483952765989,0.104,0.444,5.12300939162239e-286
"Anpep",1.47031241933263e-289,-4.70110653279796,0.011,0.272,3.03678327088961e-285
"Tspan17",1.56605942988503e-289,-2.27971244785178,0.11,0.444,3.23453914648453e-285
"Grem1",6.49236216636244e-289,-4.1180292697565,0.023,0.297,1.3409324818405e-284
"Parva",8.49152153544905e-289,-1.72160644875365,0.343,0.652,1.75383885793165e-284
"Gpx8",9.51466637386574e-289,-1.55239491597523,0.389,0.696,1.96515919285823e-284
"Antxr1",6.71135987756102e-288,-2.01069104360555,0.139,0.5,1.38616426911145e-283
"Tmem98",1.54763992975373e-287,-2.28997605127922,0.1,0.435,3.19649551091334e-283
"Ccdc68",1.78360273731839e-287,-6.45693688979537,0.004,0.251,3.68385309365741e-283
"Arf5",1.85855768186129e-287,-0.957531517457584,0.748,0.868,3.83866503611631e-283
"Arhgef2",2.23629712025509e-286,-1.58065255878376,0.303,0.653,4.61884807217487e-282
"Naca",4.6205255024617e-286,-0.530058884730646,0.913,0.949,9.5432333727844e-282
"Arhgdig",5.45681755980945e-286,-4.2629010133935,0.014,0.276,1.12705109880304e-281
"Cox7a1",1.0174388476531e-285,4.04022491913849,0.416,0.1,2.10141819594271e-281
"Hcfc1r1",4.12786386747846e-285,-1.37707062637339,0.477,0.768,8.52569003189e-281
"Slc4a4",4.89207603096617e-285,2.66162033129473,0.569,0.275,1.01040938343575e-280
"Eif5a",5.27428137612538e-285,-0.826362231980393,0.819,0.905,1.08935007542494e-280
"Sec61g",7.09314955283404e-285,-0.820127371097331,0.832,0.919,1.46501910864234e-280
"Pdgfa",1.45579278805231e-284,-2.67910551183413,0.129,0.461,3.00679442444323e-280
"S100a10",1.6299025372576e-284,-1.55500864277202,0.565,0.808,3.36640070045186e-280
"Mylk",1.65376605075631e-284,-2.44358956573355,0.142,0.475,3.41568840123207e-280
"Pdk4",1.83046395718525e-284,5.24513795503985,0.31,0.021,3.78064025717041e-280
"Nrip1",2.1441587993618e-284,1.76021528207791,0.717,0.518,4.42854558420187e-280
"Nampt",2.82330397397847e-284,1.87921357743679,0.707,0.528,5.83125202785512e-280
"Sod2",3.38524264074882e-284,1.54532607129453,0.826,0.755,6.99188015020261e-280
"Psph",1.30715569871876e-282,-1.69171685585973,0.335,0.657,2.69979938013373e-278
"Gbe1",1.10002897018431e-281,2.984770712487,0.478,0.161,2.27199983501868e-277
"Plin4",2.82335695124636e-281,3.92568479659394,0.343,0.042,5.83136144710423e-277
"Sdc2",3.17163631905406e-281,-1.71020911358845,0.304,0.634,6.55069765337426e-277
"Chchd10",5.91701252484904e-281,1.98555996024445,0.934,0.708,1.22209976688232e-276
"Neat1",1.21573369818178e-280,1.68799467684696,0.892,0.737,2.51097638022464e-276
"Pdia6",2.4304002787043e-280,-0.942340899149761,0.757,0.87,5.01974873563587e-276
"Kdelr3",2.64083470653688e-280,-1.60575186027436,0.294,0.638,5.45438000288127e-276
"Sav1",5.03404806251845e-280,1.98026451438972,0.689,0.482,1.03973228683256e-275
"Fkbp11",6.21506548066594e-280,-1.56396130133473,0.347,0.677,1.28365962437674e-275
"Fbln2",6.78275723829318e-280,-0.980782038305446,0.854,0.933,1.40091067999707e-275
"Bdnf",7.21846714445967e-280,-2.56851381506073,0.086,0.403,1.4909022040167e-275
"Mmp11",8.10453375715739e-280,-1.93939296005968,0.131,0.477,1.67391040220329e-275
"Gnb4",8.20707543398397e-280,-2.80328923363594,0.051,0.347,1.69508936013505e-275
"Sik2",1.4593005451462e-279,3.49089234435683,0.424,0.113,3.01403934594496e-275
"Nav2",2.14584119208591e-279,-3.45035861604013,0.034,0.313,4.43202039813423e-275
"Ak1",1.43553979157488e-278,-2.09631295179102,0.124,0.471,2.96496388551875e-274
"Nes",1.98548225599505e-278,-5.93875191075254,0.008,0.253,4.10081505153218e-274
"Irx1",6.91535395634956e-278,-2.57427147615739,0.119,0.444,1.42829720614444e-273
"Grb14",1.55489672008558e-277,-4.33361111364563,0.017,0.275,3.21148368566477e-273
"Pawr",2.20756229293028e-277,-4.33138631031511,0.014,0.269,4.5594991598182e-273
"Col16a1",2.70923762322146e-277,-1.78730974959444,0.162,0.522,5.59565938700161e-273
"Gng10",3.8223426981027e-277,-1.29507767957712,0.48,0.766,7.89466660866132e-273
"Mapk3",6.43657137746267e-277,-1.5580549141985,0.293,0.645,1.32940945230114e-272
"C4b",9.65276133281773e-277,-2.34128380413872,0.17,0.502,1.99368132568017e-272
"Eloc",1.47102312979366e-276,-1.11818427313271,0.63,0.817,3.03825117227583e-272
"Frmd4a",5.22244204723789e-276,-1.76268479509379,0.151,0.51,1.07864318043651e-271
"S100a16",3.72290797252419e-275,-1.71705442492202,0.312,0.643,7.68929412645146e-271
"Pitpna",8.35599848494801e-275,-1.33363914015515,0.517,0.752,1.72584792708116e-270
"Tcn2",2.11247051897078e-274,-1.80369209363222,0.195,0.544,4.36309660988226e-270
"Akr1b8",4.88390381502802e-274,-1.74092892167849,0.217,0.568,1.00872149395589e-269
"Sfxn1",9.39969004259782e-274,1.64406705677023,0.766,0.678,1.94141198139815e-269
"Atp1a2",1.30859495232305e-273,6.12945619034467,0.286,0.012,2.70277201452803e-269
"Sumo2",1.33682654907498e-273,-0.875389830483077,0.77,0.87,2.76108155445946e-269
"Ccdc102a",1.85114207622741e-273,-2.32299256346105,0.071,0.384,3.82334884424009e-269
"Zfp469",2.9099520318034e-273,-2.28068079521162,0.049,0.343,6.01021492648673e-269
"Fads3",2.23723846229835e-272,-1.62255423474964,0.295,0.624,4.62079232003101e-268
"Mknk2",3.86530172991598e-272,2.8861312239359,0.556,0.282,7.98339419296847e-268
"Gng12",5.41207650380877e-272,-1.10904982807919,0.647,0.818,1.11781028109666e-267
"Flnc",7.19226640129398e-272,-1.63609146743242,0.134,0.487,1.48549070252326e-267
"Cat",1.09361090220884e-271,2.46065687367571,0.642,0.416,2.25874395742214e-267
"Mfap2",1.69162628826288e-271,-2.05116351557998,0.152,0.501,3.49388493577815e-267
"Ccdc12",1.81307320576202e-271,-1.33082028215308,0.403,0.72,3.74472139918088e-267
"Wtip",2.12718201131954e-271,-1.58135061954091,0.199,0.553,4.39348172617938e-267
"Nans",2.31876960659064e-271,-1.60446986516068,0.279,0.62,4.78918674545231e-267
"Nceh1",2.68449470936214e-271,-4.07468676872341,0.029,0.294,5.54455537271657e-267
"Mpc2",4.99146055225108e-271,2.19697015591234,0.862,0.788,1.03093626246194e-266
"Snrpa1",6.49318974580467e-268,-1.42442656186115,0.446,0.727,1.3411034100985e-263
"Lims1",1.02072428191516e-267,-1.26641487614529,0.488,0.739,2.10820393186758e-263
"Ggta1",1.64532434177336e-267,-4.19748564059899,0.013,0.26,3.39825289549869e-263
"Ptgs1",3.40533945922014e-267,-2.7325722320046,0.044,0.328,7.03338811907327e-263
"Fkbp10",9.42851980863349e-267,-1.50717166849507,0.291,0.638,1.94736648127516e-262
"Col5a2",5.04950193645179e-266,-1.00549122994071,0.837,0.91,1.04292412995475e-261
"Atp6v0b",7.10829307687539e-266,-1.08239062084073,0.698,0.845,1.46814685209784e-261
"Myh10",1.0132883636717e-265,-2.05876048231251,0.177,0.516,2.09284578632752e-261
"Syngr1",2.1625118750769e-265,-4.62217336460633,0.028,0.284,4.46645202678383e-261
"Acadl",1.22084024106764e-264,2.15161829099755,0.786,0.686,2.5215234339011e-260
"Pank3",4.09740735581799e-264,2.24915335900893,0.65,0.44,8.46278515270647e-260
"Acadvl",7.93213047839998e-264,2.36939320400027,0.658,0.459,1.63830222900873e-259
"Myo7a",1.13048103677269e-263,-2.48027721495559,0.061,0.354,2.33489553335032e-259
"Srsf9",7.46146707213931e-263,-1.05913006562967,0.621,0.809,1.54109140907965e-258
"Lpp",2.20160870984753e-262,-1.50911108355782,0.604,0.777,4.54720262931909e-258
"Ftl1",2.52483490468138e-262,-1.02236915847336,0.99,0.991,5.21479401212893e-258
"Rnf130",2.89837278390863e-262,-1.92636677600023,0.198,0.538,5.98629914788489e-258
"Ubtd1",1.73937764400779e-261,-2.36801343499354,0.089,0.397,3.59251058593368e-257
"Ski",2.50930499939423e-261,-1.42826895788124,0.41,0.705,5.18271854574884e-257
"Prelid1",3.13303300850703e-261,-0.86014046012116,0.743,0.861,6.47096637577043e-257
"Grem2",9.86398977467111e-261,-2.40504420968503,0.089,0.396,2.03730844806057e-256
"Apln",1.04921286639942e-260,1.85595067576755,0.518,0.2,2.16704425426137e-256
"Psma2",1.9730212119558e-260,-0.916583349647677,0.715,0.854,4.07507801117351e-256
"Kcnq1ot1",2.00302340130297e-260,1.75515792776945,0.747,0.536,4.13704453305116e-256
"Fmn1",2.09070301669976e-260,-1.98321097454052,0.061,0.359,4.31813801069168e-256
"Trarg1",2.38886436256151e-260,5.05299919815337,0.285,0.018,4.93396045443454e-256
"Col4a5",3.30116142428786e-260,-3.60093929960941,0.032,0.294,6.81821880572414e-256
"Steap4",3.86489005442412e-260,4.62152490125738,0.301,0.025,7.98254391840757e-256
"Chmp4b",4.25929440392675e-260,-1.04265018841826,0.602,0.804,8.79714666187032e-256
"Prkg1",1.14479984718251e-259,-3.71428153155831,0.03,0.291,2.36446960437075e-255
"Nsg1",1.49463655544046e-259,-1.92203070655743,0.12,0.446,3.08702234160672e-255
"Gngt2",1.09900484360874e-258,-3.94094564240325,0.028,0.283,2.2698846039895e-254
"Acaca",1.37451339192351e-258,2.50977281227144,0.569,0.312,2.83891995967882e-254
"Aars",1.93956314018238e-258,-1.24931563898276,0.431,0.721,4.00597370973268e-254
"Acot9",7.85161447668788e-258,-1.79052388289115,0.183,0.519,1.62167245401512e-253
"Ctsa",8.05809608038346e-258,-1.45753006168161,0.492,0.758,1.6643191644424e-253
"Gng11",1.42754771356154e-256,-2.01259199064988,0.237,0.596,2.94845704759001e-252
"Wipf1",2.27347949600739e-256,-1.80631569989029,0.13,0.464,4.69564455105366e-252
"Map4",2.39004390253254e-256,-1.28985378860189,0.407,0.712,4.9363966762907e-252
"Dst",2.49860630640163e-256,-1.33878291302462,0.51,0.756,5.16062146524193e-252
"Fkbp2",5.84512180232517e-256,-1.25615600660014,0.51,0.765,1.20725145705224e-251
"Dmpk",7.46959310533625e-256,-2.74209009723372,0.069,0.358,1.54276975997615e-251
"Herpud1",8.01934602313778e-256,-1.52144876632713,0.251,0.587,1.65631572761888e-251
"Ube2l3",2.17946330983502e-255,-0.982465104381958,0.663,0.833,4.50146352013326e-251
"Mtpn",2.47502672589222e-255,-1.05937992637628,0.659,0.825,5.1119201996578e-251
"Rer1",2.72097708287381e-255,-0.902894507090372,0.7,0.836,5.61990606696757e-251
"Hdgf",2.91895442577678e-255,-1.00739755546296,0.694,0.832,6.02880847099936e-251
"Ogn",4.82397344871846e-255,-3.87962366120697,0.035,0.297,9.96343476098311e-251
"Lrrc8c",2.03658329453703e-254,-3.62938381589383,0.012,0.248,4.20635913653678e-250
"Vldlr",2.68635437060049e-254,2.17391318214164,0.633,0.384,5.54839631703825e-250
"Spcs1",4.85560526466207e-254,-0.884945964975427,0.708,0.84,1.0028767113633e-249
"Runx1",1.04378534937368e-253,-1.32104107073543,0.389,0.724,2.15583426059641e-249
"Aga",1.48330403888707e-253,-1.38220906431773,0.399,0.69,3.06361616191736e-249
"Vdac2",2.2553112955273e-253,-0.852776386072391,0.735,0.857,4.65811994978209e-249
"A730020M07Rik",5.06162348447209e-253,-3.87893577405822,0.02,0.265,1.04542771448286e-248
"Ran",6.01647040404664e-253,-0.814268737933422,0.832,0.907,1.24264179725179e-248
"Slc48a1",1.18744946394409e-252,-1.51738402656064,0.248,0.588,2.45255812283013e-248
"Fuca2",1.78517966199442e-252,-2.43934982869574,0.068,0.356,3.68711007388328e-248
"Rala",2.07114433467098e-252,-1.07985621962863,0.546,0.791,4.27774150882944e-248
"Ifi207",2.78841439479103e-252,2.4157928075626,0.594,0.324,5.75919109100139e-248
"Klf9",3.32852076513469e-252,1.36304403867146,0.787,0.642,6.87472678830919e-248
"H2-DMb1",3.42900486014405e-252,-4.30188200758193,0.007,0.234,7.08226663814152e-248
"Col4a2",4.09122350957186e-252,1.0972978160712,0.887,0.764,8.45001303666973e-248
"Il15ra",7.16705794242487e-252,3.47954213315251,0.366,0.075,1.48028414742843e-247
"Rnf144a",2.53821446605121e-251,3.24466293612149,0.403,0.104,5.24242815818216e-247
"Creb5",1.04995091443803e-250,-3.48407848702436,0.023,0.268,2.16856861868031e-246
"Ywhaq",1.101992330281e-250,-0.957681059446724,0.651,0.829,2.27605495896238e-246
"Cygb",1.11218866569021e-250,-1.60013271800778,0.362,0.669,2.29711447011656e-246
"Eif6",4.3064731492551e-250,-1.08028818608322,0.607,0.794,8.89458964247149e-246
"Aldh6a1",8.2700199863812e-250,3.10822586238005,0.422,0.132,1.70808992798717e-245
"Thbs2",6.25857163791115e-249,-1.51266693983681,0.57,0.819,1.29264538609417e-244
"Fgf10",1.33195578683941e-248,2.8484922663162,0.412,0.115,2.75102148213812e-244
"Itpripl2",2.26566892214763e-248,-1.29634881917406,0.328,0.657,4.67951259180372e-244
"Trnp1",3.07895575509486e-248,-2.58600226812265,0.04,0.306,6.35927521657292e-244
"Commd7",3.31296130156791e-248,-1.37832065801516,0.275,0.608,6.84259027225836e-244
"Psma3",7.39256426217052e-248,-0.770051913353716,0.782,0.873,1.5268602227087e-243
"Ecscr",8.5825378570145e-248,-4.99710245453506,0.011,0.239,1.77263736898778e-243
"Prkar2b",1.0598906576324e-247,2.56375245379841,0.648,0.43,2.18909816427395e-243
"Irs2",1.52028658708303e-247,2.40177258980455,0.511,0.227,3.13999991696129e-243
"Cpq",5.62323923276892e-247,-1.9977519210771,0.133,0.451,1.16142383113609e-242
"G0s2",2.01513408826993e-246,2.65900912996723,0.601,0.34,4.16205794591271e-242
"Ccdc80",3.57516077766047e-246,-1.42443954231839,0.498,0.744,7.38413707017993e-242
"Tgfbi",3.93418424258645e-246,-4.83692026263118,0.014,0.243,8.12566413463805e-242
"P4ha3",8.41250221860629e-246,-2.00922478878384,0.099,0.406,1.73751820823094e-241
"Chp1",8.79777525800902e-246,1.89430362644105,0.666,0.504,1.81709250178918e-241
"Tinagl1",4.1119025537758e-245,-2.95167406067634,0.017,0.252,8.49272353456854e-241
"Snrpb",9.1590522006095e-245,-0.946804356625401,0.709,0.837,1.89171064151389e-240
"Vamp8",2.65694056274281e-244,-1.40105238949936,0.452,0.729,5.48764503828901e-240
"Bscl2",4.92843164569855e-244,2.00001872908802,0.643,0.455,1.01791827210258e-239
"Ehd4",6.13497698582528e-244,-2.67438831514093,0.12,0.419,1.26711814665235e-239
"Plscr3",9.178073151818e-244,-1.4694798365779,0.245,0.581,1.89563922877649e-239
"Psmb5",2.09959103742028e-243,-0.845864305205339,0.704,0.854,4.33649532868784e-239
"Rhobtb3",2.45933366705017e-243,-1.92184585536029,0.172,0.491,5.07950775592543e-239
"Arf4",2.63938309749585e-243,-0.886878661664901,0.752,0.86,5.45138184956793e-239
"Map6",6.50938620741785e-243,-2.87178767904217,0.038,0.294,1.34444862728008e-238
"Mmp3",1.11287443809474e-242,-2.26567015176698,0.265,0.602,2.29853086444089e-238
"Psma7",1.19203710405947e-242,-0.732865733823675,0.788,0.875,2.46203343472442e-238
"Col14a1",1.3183456012082e-242,-5.31545584869576,0.01,0.232,2.72291100473542e-238
"BC028528",2.9060638352112e-242,-2.60959969240622,0.045,0.31,6.00218424524522e-238
"Raet1e",2.87539944018876e-241,-4.35143827498395,0.013,0.238,5.93885000376587e-237
"Setbp1",7.97143655637302e-241,-2.02517440742394,0.112,0.421,1.64642050635328e-236
"Car5b",1.33077904961535e-240,3.99775141842929,0.361,0.084,2.74859104907554e-236
"Lars",1.85481021894899e-240,-1.20810736089356,0.53,0.754,3.83092502621725e-236
"Csf1r",5.87023984500164e-240,-4.21027245784615,0.022,0.257,1.21243933758664e-235
"Dctn6",9.34196547217294e-240,-1.57556961986746,0.234,0.558,1.9294895486226e-235
"U2af1",9.62781947560424e-240,-1.03928071948273,0.613,0.796,1.9885298344913e-235
"Lats2",1.10515283815472e-239,-1.81409492382185,0.195,0.512,2.28258267192476e-235
"Mgp",5.02122953900685e-239,-1.8631296575706,0.48,0.763,1.03708474898647e-234
"Prss23",7.54763967568765e-239,-1.58958998197612,0.346,0.665,1.55888949861653e-234
"Kif5b",8.8790193197343e-239,-0.899770776827242,0.718,0.831,1.83387265029792e-234
"Selenoh",1.20823467796436e-238,-1.77872915541595,0.282,0.597,2.49548790386758e-234
"Srp14",1.26544556869118e-238,-0.806742810121602,0.745,0.866,2.61365127757475e-234
"Srgn",2.55462523691505e-238,-3.98141123796297,0.019,0.25,5.27632296432435e-234
"Shisa4",5.55602422113226e-238,-2.70068712101634,0.054,0.321,1.14754124263266e-233
"Cuedc1",6.50418295077726e-238,-2.70485252695514,0.043,0.303,1.34337394665354e-233
"Kif1a",2.15890939898899e-237,-3.78221481059482,0.02,0.251,4.45901147267186e-233
"Dbp",2.24995092935109e-237,-2.22856567498297,0.1,0.392,4.64704864948174e-233
"Capns1",5.04038996334683e-237,-0.892052234342157,0.687,0.841,1.04104214302965e-232
"Camk2n1",9.53339814849238e-237,-2.16017973764119,0.091,0.388,1.96902805358962e-232
"Mthfd2",1.06288219080184e-236,-1.23078920359877,0.418,0.713,2.19527687688212e-232
"Itga11",1.31597376790978e-236,-1.75666014350956,0.097,0.404,2.71801222024087e-232
"Efhd2",3.8477724519129e-236,-2.0149358051244,0.234,0.56,7.94718922218091e-232
"Pbxip1",4.25304917037575e-236,-1.34944880127876,0.332,0.65,8.78424775649408e-232
"Sec11a",3.58703647172742e-235,-0.951326521626799,0.63,0.81,7.40866512870581e-231
"Pnpla8",4.47834637793503e-235,2.00150635704431,0.661,0.493,9.24957660898702e-231
"Pdgfrl",5.1033723939503e-235,-3.41328883274458,0.027,0.265,1.05405053424649e-230
"Fam104a",6.58191017321221e-235,-0.972091958368691,0.656,0.809,1.35942772717525e-230
"Psmb2",7.88254550945947e-235,-0.861522796398475,0.709,0.847,1.62806094952376e-230
"Cpne8",1.17655033128016e-234,-1.86723876053901,0.131,0.437,2.43004705422603e-230
"Erp29",1.20716625664808e-234,-0.877153474364234,0.734,0.862,2.49328118648095e-230
"Tmem176b",1.49580742713611e-234,-1.44228641103042,0.356,0.657,3.08944066000692e-230
"Ncs1",4.25687610663993e-234,-2.25123955023778,0.067,0.347,8.79215191065412e-230
"Sirpa",6.87639707119448e-234,-1.99285816229071,0.173,0.496,1.42025105108451e-229
"Shisa5",1.24701064595111e-233,-1.18388715629896,0.429,0.718,2.57557578814743e-229
"Slc25a4",1.4709918009843e-233,-0.624276127299108,0.88,0.93,3.03818646575296e-229
"Trim30a",1.48134282746462e-233,-2.89074370463075,0.038,0.288,3.05956547584543e-229
"Gng8",1.48786308239229e-233,-3.71652777611535,0.013,0.235,3.07303241037304e-229
"Actn4",2.91577833400121e-233,-1.25798271468984,0.631,0.79,6.0222485710461e-229
"Jund",3.02832982245777e-233,-0.969789602052712,0.672,0.836,6.25471241530428e-229
"Bnip3l",5.03257622487267e-233,0.982762368179678,0.813,0.766,1.0394282934852e-228
"Atp5a1",5.69661878636305e-233,1.06854079948759,0.889,0.851,1.17657964413542e-228
"Fam20a",9.84981944571813e-233,-1.94291767093953,0.072,0.355,2.03438170831862e-228
"Gpam",2.02001015570406e-232,2.82076611661687,0.461,0.187,4.17212897559116e-228
"Ube2r2",2.73727285070166e-232,-1.07295565272621,0.585,0.777,5.65356334583921e-228
"Rras",5.87775965011687e-232,-1.25797209929571,0.451,0.72,1.21399247813514e-227
"Sh3bgrl",6.92483527301201e-232,-1.16477334017646,0.549,0.779,1.4302554772879e-227
"Plxna1",7.04691861320961e-232,-1.85444357053541,0.16,0.474,1.45547057037231e-227
"Olfml3",7.93027962787408e-232,-1.43465441441737,0.24,0.58,1.63791995434111e-227
"Ube2i",1.62931735649237e-231,-0.890094381302264,0.69,0.832,3.36519206809934e-227
"Zfpm1",3.28595388386533e-231,-2.07176338706222,0.078,0.361,6.78680915173545e-227
"Mras",8.06302343961272e-231,-2.65715170672798,0.055,0.316,1.66533686121761e-226
"Plxdc2",9.48267988771947e-231,-1.69580423014066,0.184,0.511,1.95855270400958e-226
"Nectin2",1.31992546547316e-230,-1.48025198509073,0.309,0.612,2.72617405638827e-226
"Timp1",2.15064733750584e-230,-1.17726427101622,0.802,0.913,4.44194701088455e-226
"Farp1",3.19723800375289e-230,-2.16967039608306,0.077,0.361,6.60357537295122e-226
"Adcy7",8.22962502163781e-230,-4.34865261887107,0.008,0.219,1.69974675196907e-225
"Arhgef10l",8.53697547431151e-230,-3.9452222104859,0.016,0.237,1.7632269144643e-225
"Cdk4",1.03242604124463e-229,-1.00412786835377,0.654,0.816,2.13237274558667e-225
"Rassf1",1.27461313992254e-229,-1.70199921287335,0.225,0.542,2.63258597919601e-225
"Pla2g4a",1.41608067810417e-229,-1.75119467345253,0.134,0.446,2.92477303255634e-225
"Marcksl1",2.7238834428477e-229,-1.72516514798999,0.205,0.537,5.62590886285763e-225
"Arhgef25",1.87785017447905e-228,-1.4810526125749,0.174,0.498,3.87851175036903e-224
"Tmed5",2.88743668107196e-228,1.3438811275829,0.785,0.723,5.96371172108603e-224
"Gnai1",5.34390528092764e-228,3.4356671697095,0.41,0.133,1.10373019672279e-223
"Rcn3",6.52892803117709e-228,-1.15537566656716,0.536,0.761,1.34848479555932e-223
"Tmem37",8.59050630327506e-228,-4.37195015050365,0.017,0.237,1.77428317187843e-223
"Fibin",1.20038834472358e-227,-2.21581185559311,0.125,0.423,2.47928208719208e-223
"Txlng",3.03111063453908e-227,2.71563821871884,0.452,0.183,6.26045590457702e-223
"Tmem47",7.80634281745849e-227,-1.84342416928154,0.116,0.413,1.61232204551788e-222
"Thbs3",8.24316333676671e-227,-3.33142101542576,0.017,0.237,1.7025429555758e-222
"Vcam1",1.06820643074877e-226,-1.13254953592451,0.214,0.565,2.20627356206851e-222
"Pdgfrb",1.91591810093099e-226,-1.24853595786412,0.353,0.671,3.95713724566288e-222
"Ramp1",1.946833303041e-226,-6.13320210081975,0.004,0.204,4.02098950410088e-222
"Gusb",2.80934950509892e-226,-1.80627533027746,0.244,0.565,5.80243046783132e-222
"Anxa7",2.92995854184007e-226,-1.36438222508836,0.348,0.652,6.05153637231649e-222
"Lpgat1",3.08430860689286e-226,1.75302580678246,0.73,0.61,6.37033099667651e-222
"Vapa",1.15738222507555e-225,-0.888349205869708,0.684,0.816,2.39045724767103e-221
"Spcs2",1.24173597532387e-225,-0.918590955321368,0.673,0.819,2.56468148343392e-221
"Stx7",1.41827507494665e-225,-1.51138932712143,0.279,0.588,2.92930533979481e-221
"Galk1",1.45488289379924e-225,-1.27709191945877,0.415,0.701,3.00491512885294e-221
"Lbp",1.69194823083973e-225,-2.14171029423574,0.118,0.412,3.49454987597637e-221
"Syn3",2.56121271333216e-225,-4.26999825405239,0.007,0.212,5.28992873811624e-221
"Plpp2",2.69678638158447e-225,-1.82083683675906,0.149,0.454,5.56994259252456e-221
"Litaf",3.25507977953707e-225,-1.19511904596281,0.436,0.717,6.72304177665586e-221
