"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Fzd2",1.7633181506834e-312,1.73075405143968,0.786,0.268,3.64195730842149e-308,"0","Fzd2"
"Cnn3",4.15785273346166e-311,1.43839225164723,0.963,0.512,8.5876290356917e-307,"0","Cnn3"
"Cpxm1",7.18385506918268e-310,1.83178467030458,0.823,0.305,1.48375342598899e-305,"0","Cpxm1"
"Nenf",1.3658440044962e-309,1.26729872827999,0.982,0.63,2.82101420688646e-305,"0","Nenf"
"Myl9",1.99951761258872e-309,1.5938730596599,0.793,0.23,4.12980367704075e-305,"0","Myl9"
"Gpr176",7.2387900710081e-309,1.7179403410235,0.643,0.171,1.49509970126601e-304,"0","Gpr176"
"Nradd",6.85368341130599e-306,1.62141227856684,0.764,0.256,1.41555977177114e-301,"0","Nradd"
"C4b",2.60227402246172e-305,2.23017422784474,0.737,0.258,5.37473676599245e-301,"0","C4b"
"Igfbp7",3.05832461190902e-305,1.34272251429996,0.997,0.802,6.3166636534369e-301,"0","Igfbp7"
"Tagln",4.54437255508726e-305,1.44452289398458,0.966,0.391,9.38594707527722e-301,"0","Tagln"
"Lrrc32",7.17218743479464e-304,1.43451741959113,0.881,0.337,1.48134359278249e-299,"0","Lrrc32"
"Pmepa1",5.16056392386108e-303,1.36814047325116,0.993,0.645,1.06586287283427e-298,"0","Pmepa1"
"Adamts5",8.80738128215258e-303,1.91408862017096,0.869,0.364,1.81907653001579e-298,"0","Adamts5"
"Arid5b",2.05989142274419e-302,1.47445961997575,0.964,0.555,4.25449974453584e-298,"0","Arid5b"
"Fhl2",4.73235307115274e-301,1.662574347212,0.836,0.313,9.77420203315888e-297,"0","Fhl2"
"Phldb2",6.15080092138539e-301,1.38967212901659,0.942,0.414,1.27038642230294e-296,"0","Phldb2"
"Eva1b",7.74629001258432e-292,1.33852145883532,0.906,0.407,1.59991873919917e-287,"0","Eva1b"
"Sdc2",4.39638156940072e-290,1.49982050176495,0.874,0.39,9.08028649344025e-286,"0","Sdc2"
"Adm",5.96155067073436e-287,1.70174020727767,0.861,0.361,1.23129867553347e-282,"0","Adm"
"Serping1",2.33891454351649e-285,1.71481879972597,0.944,0.482,4.83079409817895e-281,"0","Serping1"
"C1s1",1.1190772356996e-283,1.5067092661503,0.814,0.328,2.31134212261395e-279,"0","C1s1"
"Rbp1",4.10806904913978e-281,1.52738475102626,0.834,0.325,8.4848058140933e-277,"0","Rbp1"
"Csgalnact1",9.30398300463448e-281,1.53298092764865,0.85,0.361,1.9216446497772e-276,"0","Csgalnact1"
"Mxra8",3.29452929783499e-280,1.34929638870767,0.882,0.397,6.80452081174839e-276,"0","Mxra8"
"Adamts2",1.88701941147124e-278,1.42112756207097,0.923,0.451,3.8974498924527e-274,"0","Adamts2"
"Serf2",4.04698857497033e-278,0.84185707852771,1,0.904,8.35865020274373e-274,"0","Serf2"
"Ccn3",4.67882855573661e-277,2.38663989951959,0.549,0.132,9.66365249901839e-273,"0","Ccn3"
"Gaa",4.63662961140129e-276,1.43944857099412,0.894,0.442,9.57649479938822e-272,"0","Gaa"
"Flot1",3.00344757010562e-272,1.35872711792824,0.866,0.394,6.20332061129615e-268,"0","Flot1"
"Acta2",9.99215975973975e-272,1.27276854170212,0.97,0.409,2.06378067677665e-267,"0","Acta2"
"Nbl1",9.4909447972376e-270,1.50834071136542,0.721,0.234,1.96025973842145e-265,"0","Nbl1"
"Map1b",2.00949741423492e-269,1.26819357276836,0.843,0.342,4.15041595936081e-265,"0","Map1b"
"Fam129a",8.97891069693956e-269,1.50502580162769,0.734,0.252,1.8545042153459e-264,"0","Fam129a"
"Fbln2",1.03760805274203e-268,1.07519285673394,0.999,0.873,2.1430756721334e-264,"0","Fbln2"
"Pdgfrb",2.17949677533893e-268,1.22360066139994,0.921,0.433,4.50153263978504e-264,"0","Pdgfrb"
"Sfrp1",3.1802798224071e-267,1.76199265995027,0.967,0.618,6.56854994519963e-263,"0","Sfrp1"
"Ppib",3.28682542739934e-267,0.881557357281678,0.998,0.857,6.78860923775059e-263,"0","Ppib"
"Actn1",1.41862896343564e-266,1.29792073055887,0.94,0.441,2.93003626107996e-262,"0","Actn1"
"Timp3",1.52253409807921e-265,1.86273868706548,0.832,0.327,3.1446419261728e-261,"0","Timp3"
"Nfix",6.72770706904403e-264,1.16457072874474,0.987,0.651,1.38954061804035e-259,"0","Nfix"
"Lbp",6.50993869502995e-263,2.04420894653473,0.626,0.194,1.34456273807149e-258,"0","Lbp"
"Pbxip1",4.60914090157471e-261,1.32039895745415,0.864,0.418,9.5197196181124e-257,"0","Pbxip1"
"Tcea3",1.81779984452355e-260,2.51393073231079,0.427,0.082,3.75448379887895e-256,"0","Tcea3"
"Cdc42ep5",2.5845556389422e-259,1.55270089264028,0.623,0.178,5.33814121667123e-255,"0","Cdc42ep5"
"Col5a2",6.87459992093e-259,1.0195223521521,0.998,0.85,1.41987986766888e-254,"0","Col5a2"
"Mdk",7.82972173042295e-259,2.29346874492464,0.59,0.168,1.61715072620156e-254,"0","Mdk"
"Ccn2",8.12767049054102e-259,1.45285028267838,0.826,0.297,1.67868906311634e-254,"0","Ccn2"
"Gpx7",1.45753972393885e-258,1.48790308515833,0.745,0.266,3.0104025458233e-254,"0","Gpx7"
"Hes1",2.79298481090949e-258,1.33728852426601,0.919,0.453,5.76863082845247e-254,"0","Hes1"
"Mustn1",6.16132087454742e-257,1.81887498223124,0.564,0.141,1.27255921342902e-252,"0","Mustn1"
"Islr",3.67909191611617e-256,2.03236672818272,0.543,0.14,7.59879644354634e-252,"0","Islr"
"Tpm2",1.03208981541504e-255,1.09106951020869,0.921,0.358,2.13167830475822e-251,"0","Tpm2"
"Tmem176b",1.78585043156104e-255,1.36884638825615,0.893,0.432,3.68849548134617e-251,"0","Tmem176b"
"Mxra7",1.42408826300935e-253,1.20638430729431,0.899,0.427,2.9413118984195e-249,"0","Mxra7"
"Angpt4",1.43496627863205e-253,1.93793274448231,0.497,0.115,2.96377935188665e-249,"0","Angpt4"
"Gpx8",4.34140960328621e-253,1.21167126852503,0.927,0.468,8.96674739462733e-249,"0","Gpx8"
"Cd9",8.01891335461436e-253,0.940913448679299,0.914,0.355,1.65622636426205e-248,"0","Cd9"
"Thbs1",3.71405928293907e-252,1.54532887358483,0.981,0.572,7.67101804298235e-248,"0","Thbs1"
"Setbp1",3.95448394550963e-252,1.79508592384413,0.626,0.196,8.1675911410556e-248,"0","Setbp1"
"Ccl8",7.31225330847261e-252,1.52652246437098,0.608,0.179,1.51027279833193e-247,"0","Ccl8"
"Tpm1",1.93294771870981e-251,1.28968683801073,0.978,0.571,3.99231021822325e-247,"0","Tpm1"
"Runx1t1",3.29066306445595e-251,1.83431471442173,0.559,0.149,6.79653549332732e-247,"0","Runx1t1"
"Cald1",8.20306763836612e-250,1.15568959363745,0.998,0.801,1.69426159002814e-245,"0","Cald1"
"Mmp14",1.0591773835585e-248,1.16647980909838,0.979,0.566,2.18762496800173e-244,"0","Mmp14"
"Postn",1.18682049778147e-247,1.40328391437642,0.982,0.643,2.45125905611784e-243,"0","Postn"
"Tgfb1i1",1.49979135667285e-245,1.39038334263742,0.747,0.261,3.09766906807211e-241,"0","Tgfb1i1"
"2310022B05Rik",2.86454968470655e-245,1.39696242025424,0.784,0.319,5.9164409187929e-241,"0","2310022B05Rik"
"Gabarap",8.52108811525978e-244,0.805249155240443,0.999,0.84,1.75994553932575e-239,"0","Gabarap"
"Atf5",5.31833356675906e-243,0.999019094589198,0.97,0.64,1.09844861487842e-238,"0","Atf5"
"Emp3",1.56398352785833e-241,0.752317682734102,0.967,0.349,3.2302515784386e-237,"0","Emp3"
"Kdelr3",1.09231296396909e-240,1.20892791829887,0.852,0.39,2.25606319578177e-236,"0","Kdelr3"
"C1ra",1.7106294660518e-238,1.63403925802691,0.602,0.187,3.53313409918339e-234,"0","C1ra"
"Antxr1",1.3052231252719e-236,1.43137574086557,0.693,0.244,2.69580784293659e-232,"0","Antxr1"
"Abi3bp",6.16696454502172e-236,2.39757520095665,0.66,0.238,1.27372485712879e-231,"0","Abi3bp"
"Emp2",2.66717293805671e-234,1.1354930424683,0.77,0.275,5.50877898626234e-230,"0","Emp2"
"Plxdc2",3.27828406131653e-234,1.54628494323674,0.719,0.274,6.77096790024315e-230,"0","Plxdc2"
"Cnn2",2.07674025855953e-233,1.20819946641168,0.864,0.353,4.28929933002884e-229,"0","Cnn2"
"Scpep1",4.15791325566519e-233,1.04441157942118,0.951,0.612,8.58775403825087e-229,"0","Scpep1"
"Cyb5r1",1.46711136548891e-232,1.18400579008338,0.892,0.483,3.03017181428079e-228,"0","Cyb5r1"
"Vat1",3.28813155117467e-232,1.07604759856546,0.931,0.485,6.79130690579616e-228,"0","Vat1"
"Cmtm3",2.71251762927081e-231,1.25880804717514,0.771,0.307,5.60243391149594e-227,"0","Cmtm3"
"Uap1l1",2.42470832219677e-230,1.3522552784468,0.797,0.346,5.00799256866521e-226,"0","Uap1l1"
"Fkbp11",1.04485875345909e-229,1.13380580435154,0.907,0.435,2.15805126939439e-225,"0","Fkbp11"
"Itgb5",3.82727649014322e-229,1.16045340440325,0.907,0.468,7.9048568627418e-225,"0","Itgb5"
"Plk2",1.70671051594744e-227,1.40129180563131,0.786,0.335,3.52503989963785e-223,"0","Plk2"
"Cdh11",6.02048515693645e-227,1.20942420792989,0.926,0.484,1.24347100431366e-222,"0","Cdh11"
"Fgf7",1.01440746735673e-226,1.22351077310741,0.879,0.408,2.09515718307859e-222,"0","Fgf7"
"Fblim1",2.51911195061141e-226,1.56687349457292,0.683,0.241,5.20297382279281e-222,"0","Fblim1"
"Asah1",2.61936197706499e-226,1.02246209052347,0.932,0.549,5.41003022743003e-222,"0","Asah1"
"Lpp",4.94587644014654e-226,1.17151952891863,0.964,0.639,1.02152131994787e-221,"0","Lpp"
"Htra1",4.45925575505858e-225,1.5054891720682,0.722,0.278,9.210146836498e-221,"0","Htra1"
"Cd302",6.26560979031139e-225,1.26687934941968,0.93,0.573,1.29409904609091e-220,"0","Cd302"
"Avpr1a",1.06525382947782e-224,1.57556488463394,0.581,0.174,2.20017525940348e-220,"0","Avpr1a"
"Chd3",1.10694564343324e-222,1.26388199669668,0.825,0.402,2.28628553194701e-218,"0","Chd3"
"Serpinb6a",1.23122154968813e-221,0.984337313516413,0.994,0.714,2.54296498872586e-217,"0","Serpinb6a"
"Dmpk",1.98815298636444e-221,1.67667108944202,0.526,0.151,4.10633117803711e-217,"0","Dmpk"
"Ccdc80",4.63504181485563e-221,1.15499870459764,0.962,0.556,9.57321536440281e-217,"0","Ccdc80"
"Rhoc",1.29783904847601e-219,0.926421167468222,0.985,0.607,2.68055677072236e-215,"0","Rhoc"
"Ugcg",3.52400138756046e-219,1.1953193899867,0.909,0.498,7.27847246586738e-215,"0","Ugcg"
"Nme2",3.38820649305908e-216,0.551969362986109,1,0.94,6.99800169076422e-212,"0","Nme2"
"Ahnak",2.130886410102e-215,1.02652838586751,0.992,0.754,4.40113279142467e-211,"0","Ahnak"
"Tmem176a",2.55237506095098e-215,1.33021063049822,0.819,0.372,5.27167545088816e-211,"0","Tmem176a"
"Gstm2",1.42502494938619e-214,1.1571712068592,0.84,0.413,2.94324653046224e-210,"0","Gstm2"
"Ptgis",2.76554372199499e-214,1.33421184849349,0.702,0.253,5.71195400340846e-210,"0","Ptgis"
"Itgb1",5.05594106001592e-214,0.889571267989591,0.996,0.784,1.04425406653569e-209,"0","Itgb1"
"Nexn",1.33984849937001e-213,1.46534286536373,0.602,0.185,2.76732309059883e-209,"0","Nexn"
"Olfml3",2.20815820859666e-213,1.31232611486251,0.792,0.335,4.56072996403555e-209,"0","Olfml3"
"Scarf2",8.56161192654031e-213,1.62066620939542,0.512,0.145,1.76831532730764e-208,"0","Scarf2"
"Dcn",4.25563045091463e-212,1.53351449312758,0.988,0.705,8.78957913331908e-208,"0","Dcn"
"Vcam1",6.17034660136483e-212,1.13332870835592,0.774,0.313,1.27442338704589e-207,"0","Vcam1"
"Snhg18",1.17759653210265e-210,1.09913407866759,0.875,0.444,2.43220787740481e-206,"0","Snhg18"
"Cemip",2.33909869254793e-210,1.98704759306036,0.529,0.153,4.83117443958849e-206,"0","Cemip"
"Myl12a",6.18098686984711e-210,0.953723562547192,0.99,0.726,1.27662102809822e-205,"0","Myl12a"
"Tmem59",1.54720648518428e-209,0.818624562006673,0.992,0.759,3.1956002744996e-205,"0","Tmem59"
"Selenow",3.46161424886204e-209,0.820648828443705,0.983,0.705,7.14961806959965e-205,"0","Selenow"
"Rasl11a",4.77219342760189e-209,1.47773584651408,0.825,0.388,9.85648830536895e-205,"0","Rasl11a"
"Scn1b",4.81770587462168e-209,1.26893546999588,0.679,0.256,9.95048971344363e-205,"0","Scn1b"
"C2",5.63439073738387e-209,2.49696342621405,0.419,0.099,1.16372706289926e-204,"0","C2"
"Wwc2",5.23793459059124e-208,1.13575627770971,0.838,0.407,1.08184301034072e-203,"0","Wwc2"
"Ier3",4.02153725828484e-207,1.25271339034728,0.87,0.45,8.3060830532615e-203,"0","Ier3"
"Pls3",3.28283374112859e-206,1.19209552682763,0.805,0.369,6.780364808927e-202,"0","Pls3"
"Pafah1b3",1.03307475285928e-205,1.17285476450813,0.763,0.321,2.13371259455555e-201,"0","Pafah1b3"
"Hif1a",4.83870011423825e-205,1.06304850648425,0.979,0.711,9.99385121594767e-201,"0","Hif1a"
"Gnas",1.17464187318408e-204,0.634971050832347,0.999,0.897,2.42610532487439e-200,"0","Gnas"
"Dst",1.07684190971497e-203,0.999602417783862,0.934,0.574,2.2241092803253e-199,"0","Dst"
"Cyba",2.34111719152133e-203,0.289868800931501,0.97,0.492,4.83534344736814e-199,"0","Cyba"
"Aga",3.4404828386104e-203,1.16204766516057,0.86,0.481,7.10597325486593e-199,"0","Aga"
"Dbp",1.31616557936811e-202,1.62537047663794,0.56,0.183,2.71840838762689e-198,"0","Dbp"
"Myh9",5.16450556035291e-202,1.04009190405883,0.984,0.704,1.06667697843529e-197,"0","Myh9"
"Wls",1.09774615084392e-201,0.925095016052051,0.964,0.622,2.26728489995303e-197,"0","Wls"
"Gpnmb",7.3916989921889e-200,0.435351365935057,0.726,0.28,1.5266815098467e-195,"0","Gpnmb"
"Cpe",2.17114572119367e-199,1.23447738544864,0.705,0.286,4.4842843725534e-195,"0","Cpe"
"Col16a1",4.05926281371391e-199,1.06206364878779,0.702,0.269,8.3840014154447e-195,"0","Col16a1"
"Ift43",9.15536591174027e-199,1.15768940020623,0.771,0.352,1.89094927541084e-194,"0","Ift43"
"Rcn1",2.57600325486576e-198,0.884757860694602,0.948,0.546,5.32047712259975e-194,"0","Rcn1"
"Arhgef25",3.54838034758519e-198,1.2835425164287,0.679,0.267,7.32882476990245e-194,"0","Arhgef25"
"Myo1d",1.05775796282698e-197,1.4848255417958,0.568,0.191,2.18469329642285e-193,"0","Myo1d"
"Itm2b",2.29064054946541e-197,0.858972602602868,0.999,0.843,4.73108899086586e-193,"0","Itm2b"
"Cdc42ep3",5.19290305104431e-197,1.57104777706522,0.645,0.237,1.07254219616269e-192,"0","Cdc42ep3"
"Smpdl3a",5.33241547335493e-197,1.2664779902879,0.581,0.191,1.10135709186673e-192,"0","Smpdl3a"
"Mark1",1.6435503602983e-196,1.55106221060472,0.663,0.265,3.3945889141601e-192,"0","Mark1"
"Col14a1",1.71712961705177e-196,2.78754726644994,0.358,0.074,3.54655951105873e-192,"0","Col14a1"
"F2r",2.51929501793806e-196,1.16882894773693,0.744,0.317,5.20335193004927e-192,"0","F2r"
"Rhoq",3.53520667930817e-196,1.0441004232381,0.868,0.482,7.3016158754431e-192,"0","Rhoq"
"Tmem98",4.25829197064416e-195,1.45409486906607,0.58,0.203,8.79507623616845e-191,"0","Tmem98"
"Trnp1",1.27903791900609e-194,1.82600297100724,0.445,0.118,2.64172491791518e-190,"0","Trnp1"
"Cd81",1.49251293461922e-194,0.805438893005792,0.993,0.76,3.08263621516254e-190,"0","Cd81"
"Itga11",2.48528787243272e-194,1.2504020468354,0.567,0.186,5.13311357172254e-190,"0","Itga11"
"Mrc2",1.83267568932537e-193,0.965686341994045,0.857,0.422,3.78520836873262e-189,"0","Mrc2"
"Bri3",2.57256454251502e-193,0.80881686492476,0.991,0.744,5.31337480611052e-189,"0","Bri3"
"Il3ra",2.97437622285299e-193,1.32715138432369,0.66,0.259,6.14327665068056e-189,"0","Il3ra"
"Ube2r2",3.96643425976486e-193,0.951382318277078,0.947,0.63,8.19227332011835e-189,"0","Ube2r2"
"Kdm5b",5.90025584577943e-193,1.12516613194919,0.821,0.416,1.21863884238728e-188,"0","Kdm5b"
"Swap70",2.16057777023325e-192,1.17780205319367,0.724,0.312,4.46245732663976e-188,"0","Swap70"
"Ankrd12",2.5582306029313e-192,1.12615877447926,0.815,0.416,5.2837694872943e-188,"0","Ankrd12"
"Hcfc1r1",3.46627526447994e-192,0.954273725941454,0.917,0.563,7.15924493125688e-188,"0","Hcfc1r1"
"Rbms3",1.84760112342885e-191,1.02034790121258,0.884,0.464,3.81603536032995e-187,"0","Rbms3"
"Basp1",1.3585020846904e-190,0.993125064823167,0.97,0.546,2.80585020571956e-186,"0","Basp1"
"Dynlrb1",1.58742028350051e-190,0.779228799341457,0.991,0.754,3.27865785354195e-186,"0","Dynlrb1"
"Myof",2.23637524281554e-190,1.02091825465262,0.829,0.365,4.61900942651122e-186,"0","Myof"
"Ggt5",2.53846669010421e-190,1.97200612468606,0.422,0.108,5.24294910174123e-186,"0","Ggt5"
"Axl",3.34130334811854e-190,0.958018108364632,0.836,0.373,6.90112793520403e-186,"0","Axl"
"Ext1",3.75347091079496e-190,1.02291965791238,0.855,0.46,7.7524188191559e-186,"0","Ext1"
"Flnc",4.67731003113076e-190,1.20474837831344,0.649,0.241,9.66051613829746e-186,"0","Flnc"
"Bdnf",7.7565707857246e-190,1.75677513056593,0.545,0.183,1.60204213008356e-185,"0","Bdnf"
"Gpc4",2.21144584292733e-189,1.51414278290969,0.588,0.21,4.56752024398212e-185,"0","Gpc4"
"Rarg",2.30318523586802e-189,1.82913317148461,0.456,0.128,4.75699878616181e-185,"0","Rarg"
"Ogn",1.67901519322939e-188,2.59860138241642,0.428,0.112,3.46783798009598e-184,"0","Ogn"
"Svep1",4.10108485933229e-188,1.00854195144399,0.931,0.589,8.47038066846491e-184,"0","Svep1"
"Nupr1",4.24921905363859e-187,1.01069993878366,0.944,0.594,8.77633703338514e-183,"0","Nupr1"
"Cst3",1.73060478548833e-186,1.03744120301417,0.998,0.845,3.57439112394759e-182,"0","Cst3"
"Maged2",3.80919602675634e-186,1.2929209323168,0.719,0.311,7.86751347366254e-182,"0","Maged2"
"Ikbip",4.49933899684003e-186,0.902691887959255,0.895,0.501,9.29293476407341e-182,"0","Ikbip"
"Lgals1",9.99803207774455e-186,0.792384320053634,1,0.898,2.06499354533736e-181,"0","Lgals1"
"Fads3",2.43753384353582e-185,1.09547566836474,0.795,0.392,5.03448240043888e-181,"0","Fads3"
"Fos",2.74357906238695e-185,1.23976494844695,0.916,0.594,5.66658819545402e-181,"0","Fos"
"S100a16",6.70572587878201e-185,1.00068605817667,0.833,0.406,1.38500062300364e-180,"0","S100a16"
"Pdia3",7.51901527904007e-185,0.784096303881459,0.997,0.806,1.55297741573294e-180,"0","Pdia3"
"Tmsb10",9.16889888481317e-185,0.85436860610218,0.994,0.771,1.89374437566931e-180,"0","Tmsb10"
"Fbln7",1.09571293578087e-184,2.80854047121604,0.308,0.057,2.26308549756181e-180,"0","Fbln7"
"Acvr2a",1.55751666354328e-184,1.39025248858625,0.701,0.324,3.21689491688228e-180,"0","Acvr2a"
"Rras",3.77038913710461e-184,0.962262494906932,0.907,0.522,7.78736172377585e-180,"0","Rras"
"Hebp2",6.60896366542677e-184,1.7187279257063,0.428,0.113,1.36501535545725e-179,"0","Hebp2"
"Tmem150a",8.61345729609378e-184,1.17115752576165,0.634,0.25,1.77902346993521e-179,"0","Tmem150a"
"Selenos",9.8309547227526e-184,0.882154700173993,0.963,0.688,2.03048538843732e-179,"0","Selenos"
"Pdpn",2.27419655695001e-183,0.894493298412775,0.803,0.366,4.69712556872455e-179,"0","Pdpn"
"Fam114a1",2.34842207000042e-183,0.963926742895604,0.85,0.432,4.85043094337887e-179,"0","Fam114a1"
"Bst2",8.60140529086164e-183,0.893221365051325,0.9,0.461,1.77653424877456e-178,"0","Bst2"
"Runx1",9.55728456315548e-183,1.16573850881152,0.889,0.488,1.97396155367413e-178,"0","Runx1"
"Fat1",2.97699688221982e-182,1.01166932808758,0.832,0.414,6.14868936053682e-178,"0","Fat1"
"Ccdc68",4.49687490854134e-182,2.19090611585163,0.357,0.08,9.28784543610129e-178,"0","Ccdc68"
"Hexa",6.26442434402782e-182,0.930409991096868,0.927,0.56,1.29385420401551e-177,"0","Hexa"
"Rgs16",9.49039580887344e-182,1.37554300924431,0.639,0.252,1.96014635036472e-177,"0","Rgs16"
"Ltbp2",1.30794538088471e-181,1.52725129388681,0.568,0.192,2.70143038967928e-177,"0","Ltbp2"
"Ak1",2.43214517727367e-181,1.29247065277566,0.617,0.232,5.02335264914104e-177,"0","Ak1"
"Gng12",3.74032732008839e-181,0.793400515823545,0.973,0.687,7.72527204691056e-177,"0","Gng12"
"Arf4",1.84078450378033e-180,0.691984020293566,0.991,0.772,3.8019563141079e-176,"0","Arf4"
"Tcn2",2.01174755828002e-180,1.20293791744517,0.688,0.303,4.15506340687155e-176,"0","Tcn2"
"Sec61b",3.39577214838469e-180,0.754633439464171,0.993,0.784,7.01362779527375e-176,"0","Sec61b"
"Map1lc3b",5.88281872617935e-179,0.664063859007286,0.995,0.828,1.21503737970508e-174,"0","Map1lc3b"
"Crtap",1.38555560103048e-178,0.963033867393664,0.89,0.513,2.86172653836835e-174,"0","Crtap"
"Efemp2",1.3855706830282e-178,0.942802976859733,0.99,0.659,2.86175768872645e-174,"0","Efemp2"
"Tspan4",4.85101884728474e-178,0.860057498618142,0.976,0.66,1.00192943271819e-173,"0","Tspan4"
"Tspan17",8.38138702518571e-178,1.39549254861228,0.582,0.214,1.73109167618186e-173,"0","Tspan17"
"Fcgrt",1.02495912458121e-177,0.970457253641734,0.869,0.485,2.11695057591002e-173,"0","Fcgrt"
"Fam20a",1.74437886432095e-177,1.58885934734689,0.496,0.156,3.60284010636849e-173,"0","Fam20a"
"Zfp469",2.76827110418538e-177,1.62708648958866,0.471,0.139,5.71758713858447e-173,"0","Zfp469"
"Mlana",2.88532771521199e-177,3.42119722426498,0.212,0.024,5.95935586299884e-173,"0","Mlana"
"Msrb3",3.01690658352491e-177,1.11021448340585,0.667,0.275,6.23111885761235e-173,"0","Msrb3"
"Cyb5r3",5.31982955558631e-177,0.738037710895445,0.957,0.653,1.0987575964108e-172,"0","Cyb5r3"
"Rai14",1.81027038515158e-176,1.27012402655688,0.674,0.282,3.73893245349207e-172,"0","Rai14"
"Fxyd1",3.72774203456248e-176,1.16597060557049,0.852,0.493,7.69927839818534e-172,"0","Fxyd1"
"Cpne8",4.10781706587544e-176,1.47718436896227,0.584,0.223,8.48428536785913e-172,"0","Cpne8"
"Lurap1l",9.94512258412863e-176,1.57463537672779,0.512,0.168,2.05406561852593e-171,"0","Lurap1l"
"Cpq",1.49770312697657e-175,1.29843431682423,0.593,0.23,3.09335603845742e-171,"0","Cpq"
"Prnp",2.1529292505537e-175,0.958667019628422,0.912,0.583,4.4466600740936e-171,"0","Prnp"
"Lhfp",3.27523659895045e-175,0.961881218716277,0.879,0.467,6.76467367147226e-171,"0","Lhfp"
"Mical2",1.06095262511742e-174,1.2519053234936,0.66,0.274,2.19129155191751e-170,"0","Mical2"
"Ccn1",3.41768283150207e-174,1.06412288917399,0.952,0.612,7.05888212018438e-170,"0","Ccn1"
"Akap12",1.28616541869341e-173,0.874380611378625,0.778,0.351,2.65644605576937e-169,"0","Akap12"
"Plscr3",1.45476648327672e-173,0.994312929383007,0.745,0.345,3.00467469455973e-169,"0","Plscr3"
"Tuba1a",2.87250845237259e-173,0.830115746487954,0.964,0.593,5.93287895753035e-169,"0","Tuba1a"
"Asap1",6.69149340847318e-173,1.12442270882596,0.817,0.433,1.38206104858605e-168,"0","Asap1"
"S100a11",9.50716556469966e-173,0.749469443954246,0.997,0.857,1.96360997573307e-168,"0","S100a11"
"Fibin",4.50005017108699e-172,1.58189675483756,0.583,0.212,9.29440362336308e-168,"0","Fibin"
"Mmp3",1.39262573784526e-171,2.3192286867424,0.744,0.369,2.87632919894559e-167,"0","Mmp3"
"Nectin2",1.71829956021889e-171,0.951818430435818,0.793,0.395,3.54897591167609e-167,"0","Nectin2"
"Creb3l1",1.71453729716533e-170,1.0796077054347,0.693,0.285,3.54120533356527e-166,"0","Creb3l1"
"Fbn1",2.15302056103479e-170,0.878373950259076,0.979,0.622,4.44684866676125e-166,"0","Fbn1"
"Map1a",2.35568804098209e-170,1.51435014693107,0.513,0.172,4.86543807984441e-166,"0","Map1a"
"Neo1",2.47350641869514e-170,1.17113127092644,0.677,0.299,5.10878015717294e-166,"0","Neo1"
"Sept11",3.53605133675037e-170,0.948187253080836,0.942,0.605,7.30336043092421e-166,"0","Sept11"
"Thbs2",4.28065928218146e-170,1.24129467364051,0.968,0.64,8.84127368141759e-166,"0","Thbs2"
"Pdgfrl",7.20313401129117e-170,1.69973484151148,0.383,0.098,1.48773529869208e-165,"0","Pdgfrl"
"Parva",7.33810423558159e-170,0.940903400020003,0.83,0.431,1.51561204881702e-165,"0","Parva"
"Fn1",1.68939764202472e-169,0.846132312144564,1,0.881,3.48928188983785e-165,"0","Fn1"
"Foxp1",3.34779188151201e-169,0.924412899136004,0.938,0.587,6.91452935207491e-165,"0","Foxp1"
"Sept8",1.28400751120466e-168,1.00203452264192,0.755,0.357,2.65198911364211e-164,"0","Sept8"
"Fkbp10",1.29557557164697e-168,0.87073339215383,0.823,0.393,2.67588178567965e-164,"0","Fkbp10"
"Cacna1a",1.40340380599971e-167,1.54251709443111,0.575,0.214,2.8985902209118e-163,"0","Cacna1a"
"Atp6v1f",1.51467877005175e-167,0.692000539569975,0.98,0.72,3.12841753166488e-163,"0","Atp6v1f"
"Itm2c",2.75718719819179e-167,0.877593357048132,0.866,0.489,5.69469443914533e-163,"0","Itm2c"
"Bdh2",2.9738092322026e-167,1.75529822135384,0.426,0.122,6.14210558819124e-163,"0","Bdh2"
"Krtcap2",6.10079738302505e-167,0.696928131361447,0.994,0.805,1.26005869148999e-162,"0","Krtcap2"
"Ssr4",3.54951194291306e-166,0.641706861275487,0.998,0.842,7.33116196689263e-162,"0","Ssr4"
"Dkk3",4.13655743983888e-166,1.72474793080042,0.385,0.1,8.54364573624323e-162,"0","Dkk3"
"Slc16a2",1.17547000463277e-165,1.58411246656381,0.593,0.242,2.42781574756852e-161,"0","Slc16a2"
"Nucb1",2.82435737253944e-165,0.828489083113849,0.931,0.596,5.83342771724295e-161,"0","Nucb1"
"Ergic3",3.02834140769251e-165,0.841873860426836,0.918,0.612,6.2547363434481e-161,"0","Ergic3"
"Ski",4.94324255588171e-165,0.933177564794005,0.871,0.494,1.02097731749181e-160,"0","Ski"
"Prdx5",2.55943248985079e-164,0.737228467179103,0.989,0.787,5.28625186453783e-160,"0","Prdx5"
"Ostc",3.94900918028475e-164,0.810941781829479,0.979,0.71,8.15628356096012e-160,"0","Ostc"
"Avpi1",4.18091664170605e-164,1.02867549274409,0.719,0.325,8.63526523177967e-160,"0","Avpi1"
"Smim1",4.63086998635833e-164,1.18305052282723,0.645,0.281,9.56459886982451e-160,"0","Smim1"
"Pltp",6.51168627041426e-164,1.58541105463812,0.482,0.156,1.34492368229136e-159,"0","Pltp"
